VEG_ID,LONGITUDE,LATITUDE,ELEV,HEIGHT,AVG_SPREAD,MAX_SPREAD,TREE_SPECIES,LAST_TRIMMED
557,-117.916111,33.80430694,175.96,42.44,18.37,19.69,Dwarf fig tree,9/12/21
558,-117.916009,33.80430871,164.92,31.33,16.08,17.72,Western sycamore,9/12/21
559,-117.928078,33.80414318,152.92,26.03,19.03,23.62,Western sycamore,9/12/21
560,-117.916726,33.80429501,160.76,27.1,19.03,21.98,California palm,9/12/21
561,-117.918177,33.80427204,157.07,25.48,18.04,21.98,Queen palm,9/12/21
562,-117.916953,33.80428818,161.01,26.78,18.37,19.03,Mexican fan palm,9/12/21
563,-117.916863,33.80428939,157.82,23.67,18.37,19.03,Carrotwood,9/12/21
564,-117.916593,33.80429307,153.49,19.66,18.7,23.62,Dwarf fig tree,9/12/21
565,-117.916481,33.80429126,159.07,25.75,18.37,19.03,Western sycamore,9/12/21
566,-117.916661,33.80428535,156.81,23.23,18.7,22.64,Western sycamore,9/12/21
567,-117.917220,33.80426358,156.26,22.34,16.73,17.72,California palm,9/12/21
568,-117.928091,33.80411082,153.43,26.41,18.37,19.03,Queen palm,9/12/21
569,-117.916330,33.80426813,170.92,37.08,17.39,18.37,Mexican fan palm,9/12/21
570,-117.916438,33.80426377,160.97,27.16,17.72,22.31,Carrotwood,9/12/21
571,-117.928043,33.80409722,152.98,26.18,21.33,53.15,Dwarf fig tree,9/12/21
572,-117.915887,33.8042603,165.8,32.18,16.08,17.72,Western sycamore,9/12/21
573,-117.928477,33.80408735,162.37,36.82,18.37,19.03,Western sycamore,9/12/21
574,-117.915737,33.80425873,178.62,45.27,17.06,18.37,California palm,9/12/21
575,-117.918297,33.80422134,173.22,41.56,15.42,16.73,Queen palm,9/12/21
576,-117.917357,33.80422898,171.19,38.04,16.73,18.37,Mexican fan palm,9/12/21
577,-117.928103,33.80407467,153.8,26.53,18.7,21.98,Western sycamore,9/12/21
578,-117.917391,33.80421126,170.28,36.96,17.39,18.7,California palm,9/12/21
579,-117.918280,33.80419574,160.47,29.19,17.72,19.03,Queen palm,9/12/21
580,-117.917858,33.80418641,176.32,44.45,18.37,19.03,Mexican fan palm,9/12/21
581,-117.928561,33.80402514,160.91,35.03,17.72,23.62,Carrotwood,9/12/21
582,-117.928090,33.80403174,154.19,27.39,18.37,19.03,Dwarf fig tree,9/12/21
583,-117.917776,33.8041704,183.59,51.45,18.37,20.34,Western sycamore,9/12/21
584,-117.917513,33.80416946,183.56,50.82,19.03,22.97,Western sycamore,9/12/21
585,-117.928204,33.80401273,149.06,24.58,17.39,19.03,California palm,9/12/21
586,-117.917608,33.80414361,182.21,49.69,20.01,24.61,Queen palm,9/12/21
587,-117.917703,33.80413894,183.71,51.19,18.37,19.03,Mexican fan palm,9/12/21
588,-117.917565,33.80413745,193.66,61.35,18.37,19.03,Carrotwood,9/12/21
589,-117.918350,33.80412225,160.79,29.64,18.04,19.69,Dwarf fig tree,9/12/21
590,-117.923431,33.80404351,176.67,47.48,18.37,19.69,Western sycamore,9/12/21
591,-117.928479,33.80397307,164.19,39.19,18.37,19.69,Western sycamore,9/12/21
592,-117.924286,33.80402944,156.52,27.83,19.36,38.71,California palm,9/12/21
593,-117.928428,33.80396628,155.56,31.41,17.39,18.37,Queen palm,9/12/21
594,-117.917973,33.804096,147.64,16.74,17.39,18.37,Mexican fan palm,9/12/21
595,-117.921069,33.80405044,198.76,68.19,18.37,19.03,Carrotwood,9/12/21
596,-117.923728,33.80401113,162.55,34.56,18.37,19.03,Dwarf fig tree,9/12/21
597,-117.924218,33.80400105,160.41,32.95,18.37,20.34,Western sycamore,9/12/21
598,-117.924179,33.80399843,158.9,31.57,19.69,26.57,Western sycamore,9/12/21
599,-117.923810,33.8040034,160.17,32.31,18.7,21.33,California palm,9/12/21
600,-117.923765,33.80400367,159.18,31.24,20.01,31.5,Queen palm,9/12/21
601,-117.920231,33.80404705,163.17,33.3,17.39,18.37,Mexican fan palm,9/12/21
602,-117.928079,33.80393847,155.75,29.04,20.01,27.56,Carrotwood,9/12/21
603,-117.918409,33.80406394,155.86,24.94,17.72,19.03,Dwarf fig tree,9/12/21
604,-117.917972,33.80406017,148.81,17.68,19.03,25.92,Western sycamore,9/12/21
605,-117.924175,33.80397422,157.71,30.55,19.36,30.18,Western sycamore,9/12/21
606,-117.928482,33.80391146,156.42,31.42,20.34,31.5,California palm,9/12/21
607,-117.923779,33.80397474,159.92,32.44,19.03,22.97,Queen palm,9/12/21
608,-117.928074,33.80391066,155.77,29.08,22.97,32.81,Mexican fan palm,9/12/21
609,-117.924291,33.80396088,157.38,28.73,18.37,19.69,Western sycamore,9/12/21
610,-117.923808,33.80396743,160.24,32.72,19.36,26.57,California palm,9/12/21
611,-117.924217,33.80395852,157.72,30.14,18.37,19.03,Queen palm,9/12/21
612,-117.928211,33.80389073,152.31,28.14,16.73,17.72,Mexican fan palm,9/12/21
613,-117.923378,33.80395457,164.12,35.51,18.7,22.64,Carrotwood,9/12/21
614,-117.923710,33.80394006,162.81,34.82,18.7,21.65,Dwarf fig tree,9/12/21
615,-117.921205,33.80397458,198.97,69.34,19.03,22.97,Western sycamore,9/12/21
616,-117.921170,33.80397395,198.87,69.2,19.03,27.89,Western sycamore,9/12/21
617,-117.928468,33.8038724,157.62,32.69,17.39,19.03,California palm,9/12/21
618,-117.928138,33.80386964,156.28,30.06,18.37,19.36,Queen palm,9/12/21
619,-117.923348,33.80393387,172.7,44.13,18.37,19.03,Mexican fan palm,9/12/21
620,-117.924311,33.80391764,160.45,31.94,18.37,20.01,Carrotwood,9/12/21
621,-117.923680,33.80392649,163.65,35.43,18.7,21.65,Dwarf fig tree,9/12/21
622,-117.923769,33.80392141,159.67,32.18,18.37,19.03,Western sycamore,9/12/21
623,-117.924267,33.80391188,159.03,30.98,19.03,20.34,Western sycamore,9/12/21
624,-117.924144,33.80390903,157.32,30.83,17.39,23.29,California palm,9/12/21
625,-117.923821,33.80390712,160.82,33.35,18.37,19.03,Queen palm,9/12/21
626,-117.917961,33.80398508,151.92,21.16,18.37,19.03,Mexican fan palm,9/12/21
627,-117.924232,33.80389734,159.28,31.51,18.7,20.34,Carrotwood,9/12/21
628,-117.923288,33.80389899,173.92,44.65,18.37,19.69,Dwarf fig tree,9/12/21
629,-117.928090,33.80383085,156.61,29.82,18.37,20.67,Western sycamore,9/12/21
630,-117.923872,33.80388778,159.43,32.53,18.37,20.34,Western sycamore,9/12/21
631,-117.923661,33.80389068,160.56,32.39,18.37,19.03,California palm,9/12/21
632,-117.918518,33.80395522,161.12,30.26,17.72,19.03,Queen palm,9/12/21
633,-117.924318,33.80387412,161.51,32.7,18.37,19.03,Mexican fan palm,9/12/21
634,-117.928029,33.80382074,151.01,24.49,18.37,19.03,Carrotwood,9/12/21
635,-117.923777,33.8038779,158.39,30.87,19.03,27.89,Dwarf fig tree,9/12/21
636,-117.917965,33.80395535,152.41,21.57,18.7,21,Western sycamore,9/12/21
637,-117.924232,33.80386809,158.2,30.51,18.37,19.03,Western sycamore,9/12/21
638,-117.928137,33.80381223,156.14,30.21,18.37,19.36,California palm,9/12/21
639,-117.923703,33.80386869,160.59,32.82,18.7,19.69,Queen palm,9/12/21
640,-117.917974,33.80393532,152.46,21.72,19.69,23.29,Mexican fan palm,9/12/21
641,-117.918562,33.80392296,154.79,24.11,18.04,21.65,Western sycamore,9/12/21
642,-117.928132,33.80378698,156.24,30.29,19.69,27.56,California palm,9/12/21
643,-117.923630,33.80384067,156.63,28.61,20.67,30.51,Queen palm,9/12/21
644,-117.917939,33.80391269,151.58,20.99,18.7,27.23,Mexican fan palm,9/12/21
645,-117.923200,33.80383649,168.34,40.52,19.36,27.56,Carrotwood,9/12/21
646,-117.928135,33.80376184,155.97,30.23,18.37,19.69,Dwarf fig tree,9/12/21
647,-117.923161,33.80382483,172.65,44.1,18.37,19.03,Western sycamore,9/12/21
648,-117.923611,33.80381665,155.94,27.95,19.36,23.29,Western sycamore,9/12/21
649,-117.923076,33.80382233,169.41,40.42,17.72,19.03,California palm,9/12/21
650,-117.924278,33.80379902,160.57,32.58,18.37,19.03,Queen palm,9/12/21
651,-117.923763,33.80380598,159.83,32.28,18.7,22.31,Mexican fan palm,9/12/21
652,-117.924218,33.80379354,158.87,31.62,18.37,19.03,Carrotwood,9/12/21
653,-117.923887,33.80379761,157.33,30.75,18.37,19.36,Dwarf fig tree,9/12/21
654,-117.922625,33.80381447,165.82,36.87,17.39,18.7,Western sycamore,9/12/21
655,-117.924179,33.8037899,156.91,30.01,18.7,21.65,Western sycamore,9/12/21
656,-117.923707,33.80379706,159.26,31.69,18.37,19.03,California palm,9/12/21
657,-117.923652,33.80379855,158.95,31.37,18.37,19.03,Queen palm,9/12/21
658,-117.923023,33.80380547,167.84,39.22,18.37,19.03,Mexican fan palm,9/12/21
659,-117.924321,33.80378099,159.97,31.78,19.03,27.89,Carrotwood,9/12/21
660,-117.923822,33.80378763,162.38,35.02,18.37,19.03,Dwarf fig tree,9/12/21
661,-117.923591,33.80379102,159.18,31.05,18.37,19.03,Western sycamore,9/12/21
662,-117.922981,33.80379917,171.71,42.72,18.37,19.03,Western sycamore,9/12/21
663,-117.922921,33.80380072,168.81,39.6,18.37,19.03,California palm,9/12/21
664,-117.922817,33.80380097,169.12,40.53,18.37,19.03,Queen palm,9/12/21
665,-117.922568,33.80380123,168.26,39.41,18.7,21.33,Mexican fan palm,9/12/21
666,-117.924381,33.80377248,163.02,34.36,18.37,19.03,Carrotwood,9/12/21
667,-117.922369,33.80380043,166.64,37.99,20.01,26.57,Dwarf fig tree,9/12/21
668,-117.922186,33.803802,169.25,40.57,19.36,22.64,Western sycamore,9/12/21
669,-117.921735,33.80380811,169.51,40.81,18.37,21.33,Western sycamore,9/12/21
670,-117.928143,33.80371929,154.94,29.56,19.03,23.62,California palm,9/12/21
671,-117.922752,33.80379151,164.87,36.95,18.37,19.03,Queen palm,9/12/21
672,-117.922723,33.8037917,169.38,41.42,18.37,19.03,Mexican fan palm,9/12/21
673,-117.922405,33.80379581,169.35,41.38,18.7,22.64,Western sycamore,9/12/21
674,-117.922328,33.80379672,166.96,38.98,18.7,20.67,California palm,9/12/21
675,-117.922288,33.80379767,169.36,41.38,18.37,19.03,Queen palm,9/12/21
676,-117.922216,33.803799,167.56,39.49,18.7,22.64,Mexican fan palm,9/12/21
677,-117.922086,33.8037998,166,37.9,19.69,32.48,Carrotwood,9/12/21
678,-117.921902,33.80380243,166.09,37.3,18.37,19.03,Dwarf fig tree,9/12/21
679,-117.922865,33.80378578,168.55,40.75,18.37,19.03,Western sycamore,9/12/21
680,-117.922529,33.80379087,167.36,39.39,18.7,19.36,Western sycamore,9/12/21
681,-117.921963,33.80379831,166.87,38.74,18.37,19.03,California palm,9/12/21
682,-117.921852,33.80379932,166.88,38.22,18.37,19.03,Queen palm,9/12/21
683,-117.921430,33.80380585,162.31,32.98,17.72,18.7,Mexican fan palm,9/12/21
684,-117.917911,33.80385282,153.55,22.85,18.04,19.03,Carrotwood,9/12/21
685,-117.922435,33.80378864,169.86,41.87,18.37,19.03,Dwarf fig tree,9/12/21
686,-117.922147,33.80379272,167.05,38.92,18.7,20.34,Western sycamore,9/12/21
687,-117.922017,33.8037938,167.17,38.55,18.37,19.03,Western sycamore,9/12/21
688,-117.921609,33.80379951,172.09,43.11,18.37,19.03,California palm,9/12/21
689,-117.921044,33.80380724,170.66,41.78,17.72,18.7,Queen palm,9/12/21
690,-117.928483,33.80370381,152.5,27.48,19.36,30.18,Mexican fan palm,9/12/21
691,-117.921798,33.80379432,169.19,40.57,18.37,19.03,Carrotwood,9/12/21
692,-117.921253,33.80380059,170.83,41.84,18.37,19.03,Dwarf fig tree,9/12/21
693,-117.918634,33.80383555,155.57,24.97,18.04,19.03,Western sycamore,9/12/21
694,-117.921314,33.80379592,170.68,41.83,18.37,19.03,Western sycamore,9/12/21
695,-117.921094,33.80379918,171.01,42.29,18.37,19.03,California palm,9/12/21
696,-117.920962,33.80380069,170.73,42,18.37,20.01,Queen palm,9/12/21
697,-117.920833,33.80380321,171.01,41.92,18.37,19.03,Mexican fan palm,9/12/21
698,-117.920738,33.80380359,167.98,38.83,18.37,19.03,Carrotwood,9/12/21
699,-117.920600,33.80380603,167.29,38.41,18.37,21.33,Dwarf fig tree,9/12/21
700,-117.921373,33.8037923,168.82,40.51,18.37,19.03,Western sycamore,9/12/21
701,-117.921210,33.80379406,169.35,41.43,18.37,19.03,Western sycamore,9/12/21
702,-117.921150,33.80379491,171.72,43.39,18.37,19.03,California palm,9/12/21
703,-117.920915,33.80379863,168.45,39.79,18.37,19.03,Queen palm,9/12/21
704,-117.920785,33.80379939,167.28,38.65,18.7,23.95,Mexican fan palm,9/12/21
705,-117.920690,33.80380224,171.58,42.82,18.37,19.03,Western sycamore,9/12/21
706,-117.920638,33.80380188,166.9,38.23,18.7,21.33,California palm,9/12/21
707,-117.920412,33.80380487,172.62,43.42,18.37,19.03,Queen palm,9/12/21
708,-117.928135,33.80369764,155.52,29.65,18.7,20.34,Mexican fan palm,9/12/21
709,-117.923750,33.80375652,159.43,31.93,18.7,24.61,Carrotwood,9/12/21
710,-117.920871,33.803795,166.31,37.49,19.36,27.89,Dwarf fig tree,9/12/21
711,-117.920450,33.80380015,171.93,43.02,19.03,22.64,Western sycamore,9/12/21
712,-117.923715,33.80375317,157.18,29.67,19.69,25.92,Western sycamore,9/12/21
713,-117.920308,33.80379904,161.26,32.26,18.04,19.03,California palm,9/12/21
714,-117.928048,33.80369152,153.2,26.74,26.9,58.73,Queen palm,9/12/21
715,-117.924218,33.80374288,159.14,31.91,18.37,19.03,Mexican fan palm,9/12/21
716,-117.923650,33.80375029,157.49,30.24,18.37,19.03,Carrotwood,9/12/21
717,-117.919415,33.80380338,153.18,23.25,18.37,19.03,Dwarf fig tree,9/12/21
718,-117.918877,33.80381121,154.96,24.53,18.04,22.31,Western sycamore,9/12/21
719,-117.917872,33.80382405,150.48,20.31,18.37,19.03,Western sycamore,9/12/21
720,-117.923860,33.80374061,159.73,33.14,19.69,31.5,California palm,9/12/21
721,-117.923808,33.80374191,163.07,35.49,18.37,19.36,Queen palm,9/12/21
722,-117.923539,33.80374482,160.29,32.4,18.37,20.01,Mexican fan palm,9/12/21
723,-117.919933,33.8037928,152.56,24.09,18.37,19.03,Carrotwood,9/12/21
724,-117.919861,33.80379404,154.73,25.39,17.72,18.7,Dwarf fig tree,9/12/21
725,-117.919771,33.80379516,154.11,24.48,18.37,19.36,Western sycamore,9/12/21
726,-117.919689,33.80379639,156.49,26.74,18.37,19.03,Western sycamore,9/12/21
727,-117.919578,33.80379741,154.2,24.09,18.37,19.03,California palm,9/12/21
728,-117.928470,33.80367481,162.03,37.28,19.03,22.97,Queen palm,9/12/21
729,-117.928425,33.80367605,156.46,32.57,18.37,19.03,Mexican fan palm,9/12/21
730,-117.919496,33.80379529,152.59,22.34,18.37,19.03,Carrotwood,9/12/21
731,-117.919234,33.80379923,154.02,23.36,18.37,19.03,Dwarf fig tree,9/12/21
732,-117.919370,33.80379439,156.01,25.42,17.72,18.7,Western sycamore,9/12/21
733,-117.919126,33.80379651,160.09,29.69,18.7,20.01,Western sycamore,9/12/21
734,-117.919054,33.80379827,157.32,26.68,18.7,23.95,California palm,9/12/21
735,-117.919011,33.80379806,159.93,29.13,18.37,19.03,Queen palm,9/12/21
736,-117.918747,33.80379443,164.32,33.87,18.37,19.03,Mexican fan palm,9/12/21
737,-117.924461,33.80370723,153.65,24.86,17.72,21.98,Western sycamore,9/12/21
738,-117.923486,33.80372047,161.02,33.59,18.37,19.03,California palm,9/12/21
739,-117.924393,33.80370462,157.65,29.6,18.37,19.03,Queen palm,9/12/21
740,-117.924155,33.80369699,153.28,27.19,17.39,19.03,Mexican fan palm,9/12/21
741,-117.928142,33.80363755,155.37,30.02,18.37,19.03,Carrotwood,9/12/21
742,-117.928056,33.80363755,155.46,28.65,20.01,31.5,Dwarf fig tree,9/12/21
743,-117.923684,33.80369606,153.49,26.15,18.04,19.03,Western sycamore,9/12/21
744,-117.928085,33.80362617,155.8,28.93,18.37,19.03,Western sycamore,9/12/21
745,-117.924478,33.80366827,154.22,25.63,19.36,28.87,California palm,9/12/21
746,-117.923781,33.80367307,154.69,27.04,23.29,47.9,Queen palm,9/12/21
747,-117.924220,33.80366434,151.76,24.67,19.36,28.87,Mexican fan palm,9/12/21
748,-117.924442,33.80365705,156.33,28.06,18.37,19.03,Carrotwood,9/12/21
749,-117.923837,33.80366556,153.57,26.49,18.37,19.36,Dwarf fig tree,9/12/21
750,-117.928154,33.80360388,154.1,28.97,18.37,19.69,Western sycamore,9/12/21
751,-117.924387,33.80365521,156.11,28.24,18.37,19.03,Western sycamore,9/12/21
752,-117.924331,33.80365518,154.62,26.98,18.37,19.03,California palm,9/12/21
753,-117.923674,33.80366385,152.83,25.52,18.04,19.03,Queen palm,9/12/21
754,-117.917866,33.80373777,152.62,22.17,18.37,19.03,Mexican fan palm,9/12/21
755,-117.923808,33.80365525,153.37,26.27,18.7,20.01,Carrotwood,9/12/21
756,-117.923627,33.80365752,152.87,25.68,18.37,19.03,Dwarf fig tree,9/12/21
757,-117.923571,33.80365773,151.99,24.95,18.37,19.03,Western sycamore,9/12/21
758,-117.924529,33.80363808,157.33,28.26,19.69,32.48,Western sycamore,9/12/21
759,-117.928475,33.80358139,155.54,31.01,18.04,20.01,California palm,9/12/21
760,-117.924477,33.80363546,154.91,26.61,19.03,23.62,Queen palm,9/12/21
761,-117.923519,33.80362665,152.71,29,18.37,19.03,Mexican fan palm,9/12/21
762,-117.924390,33.8036113,155.86,28.31,19.69,32.15,Carrotwood,9/12/21
763,-117.924318,33.80361253,154.73,27.17,18.37,23.29,Dwarf fig tree,9/12/21
764,-117.923797,33.80361918,155.15,27.94,18.37,19.03,Western sycamore,9/12/21
765,-117.923720,33.80362056,153.31,25.72,18.7,20.01,Western sycamore,9/12/21
766,-117.923573,33.80362219,153.33,26.28,18.37,19.03,California palm,9/12/21
767,-117.928156,33.80355773,153.38,28.47,18.7,20.34,Queen palm,9/12/21
768,-117.923673,33.80361822,152.14,24.59,18.7,21,Mexican fan palm,9/12/21
769,-117.923407,33.80362112,154.68,26.96,19.03,23.62,Western sycamore,9/12/21
770,-117.924578,33.80359541,164.49,35.65,18.37,19.03,California palm,9/12/21
771,-117.928462,33.80353883,157.16,32.66,20.34,44.62,Queen palm,9/12/21
772,-117.923325,33.80360416,162.18,34.14,18.37,20.01,Mexican fan palm,9/12/21
773,-117.928058,33.80353323,153.69,26.73,21.33,38.71,Carrotwood,9/12/21
774,-117.924672,33.80356555,168.14,39.59,18.37,19.03,Dwarf fig tree,9/13/21
775,-117.928130,33.80351515,155.39,30.27,18.7,21.33,Western sycamore,9/13/21
776,-117.924275,33.80356697,159.72,32.46,18.37,19.69,Western sycamore,9/13/21
777,-117.924218,33.80356395,157.91,31.09,18.37,19.03,California palm,9/13/21
778,-117.923780,33.80356563,161.01,33.66,18.37,20.01,Queen palm,9/13/21
779,-117.921100,33.80358725,157.88,30.73,19.03,35.76,Mexican fan palm,9/13/21
780,-117.924273,33.80354175,159.11,31.79,18.37,19.36,Carrotwood,9/13/21
781,-117.920845,33.80358676,158.04,30.38,18.04,24.28,Dwarf fig tree,9/13/21
782,-117.928088,33.80348651,153.46,28.76,18.37,19.03,Western sycamore,9/13/21
783,-117.921455,33.80357567,155.19,27.97,17.72,20.01,Western sycamore,9/13/21
784,-117.921287,33.80357819,157.96,30.54,18.04,21,California palm,9/13/21
785,-117.920900,33.80358297,157.24,29.44,17.39,21,Queen palm,9/13/21
786,-117.923126,33.8035493,182.38,54.99,18.37,19.03,Mexican fan palm,9/13/21
787,-117.924539,33.80352658,183.28,56.47,18.7,20.34,Carrotwood,9/13/21
788,-117.924371,33.80352934,181.68,54.32,19.03,22.31,Dwarf fig tree,9/13/21
789,-117.927405,33.80348464,176.62,50.86,18.7,21.98,Western sycamore,9/13/21
790,-117.923658,33.80353542,183.84,56.15,18.7,21.98,Western sycamore,9/13/21
791,-117.920634,33.80357617,159.13,31.26,18.04,21,California palm,9/13/21
792,-117.920243,33.80357758,160.37,32.22,18.7,28.87,Queen palm,9/13/21
793,-117.927958,33.80346983,177.28,52.43,18.37,19.36,Mexican fan palm,9/13/21
794,-117.926288,33.80349215,182.07,56.22,19.03,21.98,Carrotwood,9/13/21
795,-117.923375,33.80353222,182.9,55.35,18.7,20.34,Dwarf fig tree,9/13/21
796,-117.920016,33.80357652,160.97,32.21,18.7,22.64,Western sycamore,9/13/21
797,-117.927794,33.80346842,178.44,53.47,18.37,19.03,Western sycamore,9/13/21
798,-117.923577,33.80352532,183.1,55.96,19.03,22.31,California palm,9/13/21
799,-117.923452,33.80352726,180.99,53.8,18.7,20.67,Queen palm,9/13/21
800,-117.923294,33.80352906,180.22,52.87,18.37,20.01,Mexican fan palm,9/13/21
801,-117.922825,33.80353635,182.46,54.89,18.7,20.01,Western sycamore,9/13/21
802,-117.922652,33.8035381,182.97,55.31,18.37,19.69,California palm,9/13/21
803,-117.927348,33.8034711,177.76,52.33,18.37,19.03,Queen palm,9/13/21
804,-117.927172,33.80347362,177.4,52.07,18.37,19.36,Mexican fan palm,9/13/21
805,-117.926923,33.80347812,177.69,52.04,18.7,21,Carrotwood,9/13/21
806,-117.926528,33.80348194,183,57.27,18.7,22.31,Dwarf fig tree,9/13/21
807,-117.926377,33.8034845,182.46,56.57,19.03,23.62,Western sycamore,9/13/21
808,-117.925664,33.80349417,182.39,56.19,18.37,19.69,Western sycamore,9/13/21
809,-117.925415,33.80349708,181.89,55.65,18.7,21.98,California palm,9/13/21
810,-117.924457,33.80351048,180.43,53.66,18.7,20.34,Queen palm,9/13/21
811,-117.923693,33.80352046,182.97,55.88,18.7,19.69,Mexican fan palm,9/13/21
812,-117.923206,33.80352734,181.36,53.99,18.7,21.33,Carrotwood,9/13/21
813,-117.922726,33.80353317,182.82,55.31,18.7,23.29,Dwarf fig tree,9/13/21
814,-117.922507,33.80353651,183.36,55.48,18.7,20.01,Western sycamore,9/13/21
815,-117.922434,33.80353812,183.63,55.88,18.7,20.01,Western sycamore,9/13/21
816,-117.922254,33.80353982,180.56,52.67,18.37,19.03,California palm,9/13/21
817,-117.927880,33.80346057,177.34,52.32,18.7,21,Queen palm,9/13/21
818,-117.927249,33.80346953,176.57,51.12,19.03,20.01,Mexican fan palm,9/13/21
819,-117.927082,33.80347113,175.45,49.95,19.03,22.31,Carrotwood,9/13/21
820,-117.927026,33.80347163,178.47,52.93,19.03,21.33,Dwarf fig tree,9/13/21
821,-117.926626,33.80347759,178.11,52.35,18.7,21.98,Western sycamore,9/13/21
822,-117.926446,33.80348076,183.01,57.11,18.7,19.36,Western sycamore,9/13/21
823,-117.925630,33.80349062,182.81,56.5,18.7,22.31,California palm,9/13/21
824,-117.924624,33.80350495,182.07,55.58,18.7,20.01,Queen palm,9/13/21
825,-117.923047,33.80352638,180.97,53.51,18.7,20.34,Mexican fan palm,9/13/21
826,-117.922894,33.80352741,183.82,56.31,18.7,19.69,Carrotwood,9/13/21
827,-117.922588,33.80353181,183.15,55.42,18.7,21.98,Dwarf fig tree,9/13/21
828,-117.927498,33.80346164,176.91,51.89,18.7,20.34,Western sycamore,9/13/21
829,-117.926867,33.80347071,177.76,52.19,18.7,21.33,Western sycamore,9/13/21
830,-117.926703,33.80347351,178.25,52.5,19.03,23.62,California palm,9/13/21
831,-117.922967,33.80352273,183.08,55.68,18.37,20.01,Queen palm,9/13/21
832,-117.922111,33.80353487,183.52,55.64,18.7,20.01,Mexican fan palm,9/13/21
833,-117.922025,33.8035353,183.86,55.9,18.7,19.36,Western sycamore,9/13/21
